"","English_Name","Genus","Species","treatment","Author","Pub_Year","Journal","Class","Order","Collection_Location","Study_Type","Distribution","Calcification","Life_stage","Life_stage_category","Class_1","Order_1","Extracted_from","Comments","Response_variable","rate_or_biomass","response_type","response_type_2","Effect of treatment","Study_Duration","Study_Duration_Units","citation details","response","SE_response","LCI_response","UCI_response","unit_response","sample_size","pH","uatm","omega ar","DIC _umol_kg-1","ppm CO2","CO2","salinity","temperature","oxygen_in_orig_units","orig_oxygen_units","oxygen","unit_conversion_citation","treatment_var","treatment_name_or_other_details","comments","extraction method","study_design","study","lowerSE","upperSE","max_response","rel_response","rel_upperSE","rel_lowerSE","SE_response_for_resampling","treat_value"
"504","sablefish","Anoplopoma","fimbria","oxygen","Sullivan and Smith",1982,"Canadian Journal of Aquatic Science","Actinopterygii","Scorpaeniformes","Scripps Canyon_ San Diego_ California","Single species lab study (one species in paper)",NA,"Does not make CaCO2","Adult","adult or juvenile","Actinopterygii","Scorpaeniformes","google scholar",NA,"respiration rate","rate","metabolic rate","consumption","increase",NA,NA,"Fig.4",126.6937319,NA,NA,NA,"mg O2 kg-1 h-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.333966004,"mg l_1",5.36285,"http://www.loligosystems.com/convert-oxygen-units; assume atm pressure of 1013.25; salinity of 30; temp of 12","oxygen",NA,NA,NA,"regression","Sullivan and Smith 1982 sablefish Adult respiration rate oxygen",NA,NA,229.2410395,0.552666015545615,NA,NA,0,5.36285
"505","sablefish","Anoplopoma","fimbria","oxygen","Sullivan and Smith",1982,"Canadian Journal of Aquatic Science","Actinopterygii","Scorpaeniformes","Scripps Canyon_ San Diego_ California","Single species lab study (one species in paper)",NA,"Does not make CaCO2","Adult","adult or juvenile","Actinopterygii","Scorpaeniformes","google scholar",NA,"respiration rate","rate","metabolic rate","consumption","increase",NA,NA,"Fig.4",156.896939,NA,NA,NA,"mg O2 kg-1 h-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.480042311,"mg l_1",5.46967,"http://www.loligosystems.com/convert-oxygen-units; assume atm pressure of 1013.25; salinity of 30; temp of 12","oxygen",NA,NA,NA,"regression","Sullivan and Smith 1982 sablefish Adult respiration rate oxygen",NA,NA,229.2410395,0.68441906973642,NA,NA,0,5.46967
"506","sablefish","Anoplopoma","fimbria","oxygen","Sullivan and Smith",1982,"Canadian Journal of Aquatic Science","Actinopterygii","Scorpaeniformes","Scripps Canyon_ San Diego_ California","Single species lab study (one species in paper)",NA,"Does not make CaCO2","Adult","adult or juvenile","Actinopterygii","Scorpaeniformes","google scholar",NA,"respiration rate","rate","metabolic rate","consumption","increase",NA,NA,"Fig.4",187.6536697,NA,NA,NA,"mg O2 kg-1 h-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.74354526,"mg l_1",5.66235,"http://www.loligosystems.com/convert-oxygen-units; assume atm pressure of 1013.25; salinity of 30; temp of 12","oxygen",NA,NA,NA,"regression","Sullivan and Smith 1982 sablefish Adult respiration rate oxygen",NA,NA,229.2410395,0.818586716014259,NA,NA,0,5.66235
"507","sablefish","Anoplopoma","fimbria","oxygen","Sullivan and Smith",1982,"Canadian Journal of Aquatic Science","Actinopterygii","Scorpaeniformes","Scripps Canyon_ San Diego_ California","Single species lab study (one species in paper)",NA,"Does not make CaCO2","Adult","adult or juvenile","Actinopterygii","Scorpaeniformes","google scholar",NA,"respiration rate","rate","metabolic rate","consumption","increase",NA,NA,"Fig.4",169.3988084,NA,NA,NA,"mg O2 kg-1 h-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.788357947,"mg l_1",5.69512,"http://www.loligosystems.com/convert-oxygen-units; assume atm pressure of 1013.25; salinity of 30; temp of 12","oxygen",NA,NA,NA,"regression","Sullivan and Smith 1982 sablefish Adult respiration rate oxygen",NA,NA,229.2410395,0.738954982796612,NA,NA,0,5.69512
"508","sablefish","Anoplopoma","fimbria","oxygen","Sullivan and Smith",1982,"Canadian Journal of Aquatic Science","Actinopterygii","Scorpaeniformes","Scripps Canyon_ San Diego_ California","Single species lab study (one species in paper)",NA,"Does not make CaCO2","Adult","adult or juvenile","Actinopterygii","Scorpaeniformes","google scholar",NA,"respiration rate","rate","metabolic rate","consumption","increase",NA,NA,"Fig.4",229.2410395,NA,NA,NA,"mg O2 kg-1 h-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.037851493,"mg l_1",5.87756,"http://www.loligosystems.com/convert-oxygen-units; assume atm pressure of 1013.25; salinity of 30; temp of 12","oxygen",NA,NA,NA,"regression","Sullivan and Smith 1982 sablefish Adult respiration rate oxygen",NA,NA,229.2410395,1,NA,NA,0,5.87756
"509","sablefish","Anoplopoma","fimbria","temperature","Stoner and Sturm",2004,"Canadian Journal of Fisheries and Aquatic Sciences","Actinopterygii","Scorpaeniformes","Newport_ Oregon","Single species lab study (one species in paper)",NA,"no external CaCO3","Adult","adult or juvenile","Actinopterygii","Scorpaeniformes","google scholar",NA,"index of activity","rate","movement","ability_productivity_growth_survival","increase",2,"weeks","Fig.1a",19.11111111,2.37037037,NA,NA,"line crossings min-1",24,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"temperature",NA,"used values after olfactory cue was given",NA,"multi-level anova","Stoner and Sturm 2004 sablefish Adult index of activity temperature",16.74074074,21.48148148,32.07407407,0.595842956161135,0.669745958468443,0.521939953853826,0.0739030023073087,2
"510","sablefish","Anoplopoma","fimbria","temperature","Stoner and Sturm",2004,"Canadian Journal of Fisheries and Aquatic Sciences","Actinopterygii","Scorpaeniformes","Newport_ Oregon","Single species lab study (one species in paper)",NA,"no external CaCO3","Adult","adult or juvenile","Actinopterygii","Scorpaeniformes","google scholar",NA,"index of activity","rate","movement","ability_productivity_growth_survival","increase",2,"weeks","Fig.1a",25.25925926,3.481481481,NA,NA,"line crossings min-1",24,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,"temperature",NA,"used values after olfactory cue was given",NA,"multi-level anova","Stoner and Sturm 2004 sablefish Adult index of activity temperature",21.777777779,28.740740741,32.07407407,0.787528868483404,0.896073903124213,0.678983833842596,0.108545034640808,5
"511","sablefish","Anoplopoma","fimbria","temperature","Stoner and Sturm",2004,"Canadian Journal of Fisheries and Aquatic Sciences","Actinopterygii","Scorpaeniformes","Newport_ Oregon","Single species lab study (one species in paper)",NA,"no external CaCO3","Adult","adult or juvenile","Actinopterygii","Scorpaeniformes","google scholar",NA,"index of activity","rate","movement","ability_productivity_growth_survival","increase",2,"weeks","Fig.1a",32.07407407,2.296296296,NA,NA,"line crossings min-1",24,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,"temperature",NA,"used values after olfactory cue was given",NA,"multi-level anova","Stoner and Sturm 2004 sablefish Adult index of activity temperature",29.777777774,34.370370366,32.07407407,1,1.07159353348715,0.928406466512846,0.071593533487154,8
"512","sablefish","Anoplopoma","fimbria","temperature","Stoner and Sturm",2004,"Canadian Journal of Fisheries and Aquatic Sciences","Actinopterygii","Scorpaeniformes","Newport_ Oregon","Single species lab study (one species in paper)",NA,"no external CaCO3","Adult","adult or juvenile","Actinopterygii","Scorpaeniformes","google scholar",NA,"food consumption","rate","consumption","consumption","increase",2,"weeks","Fig.2a",0.783068783,0.169312169,NA,NA,"percent wet weight",24,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"temperature",NA,"used values after olfactory cue was given",NA,"multi-level anova","Stoner and Sturm 2004 sablefish Adult food consumption temperature",0.613756614,0.952380952,7.026455026,0.111445783129958,0.13554216862926,0.0873493976306567,0.0240963854993014,2
"513","sablefish","Anoplopoma","fimbria","temperature","Stoner and Sturm",2004,"Canadian Journal of Fisheries and Aquatic Sciences","Actinopterygii","Scorpaeniformes","Newport_ Oregon","Single species lab study (one species in paper)",NA,"no external CaCO3","Adult","adult or juvenile","Actinopterygii","Scorpaeniformes","google scholar",NA,"food consumption","rate","consumption","consumption","increase",2,"weeks","Fig.2a",3.64021164,0.825396825,NA,NA,"percent wet weight",24,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,"temperature",NA,"used values after olfactory cue was given",NA,"multi-level anova","Stoner and Sturm 2004 sablefish Adult food consumption temperature",2.814814815,4.465608465,7.026455026,0.518072289160056,0.635542168629259,0.400602409690852,0.117469879469204,5
"514","sablefish","Anoplopoma","fimbria","temperature","Stoner and Sturm",2004,"Canadian Journal of Fisheries and Aquatic Sciences","Actinopterygii","Scorpaeniformes","Newport_ Oregon","Single species lab study (one species in paper)",NA,"no external CaCO3","Adult","adult or juvenile","Actinopterygii","Scorpaeniformes","google scholar",NA,"food consumption","rate","consumption","consumption","increase",2,"weeks","Fig.2a",7.026455026,0.677248677,NA,NA,"percent wet weight",24,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,"temperature",NA,"used values after olfactory cue was given",NA,"multi-level anova","Stoner and Sturm 2004 sablefish Adult food consumption temperature",6.349206349,7.703703703,7.026455026,1,1.09638554213952,0.903614457860475,0.096385542139525,8
"515","sablefish","Anoplopoma","fimbria","temperature","Sogard and Olla",2001,"Marine Ecology Progress Series","Actinopterygii","Scorpaeniformes","Newport_ Oregon","Single species lab study (one species in paper)",NA,"no external CaCO3","year 0 adult","adult or juvenile","Actinopterygii","Scorpaeniformes","google scholar",NA,"specific growth rate","biomass","growth","ability_productivity_growth_survival","unimodal",2,"weeks","Fig.2a",3.331997283,0.423913043,NA,NA,"percent d-1",12,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,"temperature",NA,"used high ration 2 weeks","webplot digitizer","multi-level anova","Sogard and Olla 2001 sablefish year 0 adult specific growth rate temperature",2.90808424,3.755910326,10.68362772,0.31187882714805,0.351557581791141,0.27220007250496,0.0396787546430905,6
"516","sablefish","Anoplopoma","fimbria","temperature","Sogard and Olla",2001,"Marine Ecology Progress Series","Actinopterygii","Scorpaeniformes","Newport_ Oregon","Single species lab study (one species in paper)",NA,"no external CaCO3","year 0 adult","adult or juvenile","Actinopterygii","Scorpaeniformes","google scholar",NA,"specific growth rate","biomass","growth","ability_productivity_growth_survival","unimodal",2,"weeks","Fig.2a",5.267730978,0.456623641,NA,NA,"percent d-1",12,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,"temperature",NA,"used high ration 2 weeks","webplot digitizer","multi-level anova","Sogard and Olla 2001 sablefish year 0 adult specific growth rate temperature",4.811107337,5.724354619,10.68362772,0.493065755945304,0.535806260665923,0.450325251224684,0.0427405047206194,10
"517","sablefish","Anoplopoma","fimbria","temperature","Sogard and Olla",2001,"Marine Ecology Progress Series","Actinopterygii","Scorpaeniformes","Newport_ Oregon","Single species lab study (one species in paper)",NA,"no external CaCO3","year 0 adult","adult or juvenile","Actinopterygii","Scorpaeniformes","google scholar",NA,"specific growth rate","biomass","growth","ability_productivity_growth_survival","unimodal",2,"weeks","Fig.2a",8.344769022,0.325985054,NA,NA,"percent d-1",12,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,"temperature",NA,"used high ration 2 weeks","webplot digitizer","multi-level anova","Sogard and Olla 2001 sablefish year 0 adult specific growth rate temperature",8.018783968,8.670754076,10.68362772,0.781080101319741,0.811592682115659,0.750567520523824,0.0305125807959172,14
"518","sablefish","Anoplopoma","fimbria","temperature","Sogard and Olla",2001,"Marine Ecology Progress Series","Actinopterygii","Scorpaeniformes","Newport_ Oregon","Single species lab study (one species in paper)",NA,"no external CaCO3","year 0 adult","adult or juvenile","Actinopterygii","Scorpaeniformes","google scholar",NA,"specific growth rate","biomass","growth","ability_productivity_growth_survival","unimodal",2,"weeks","Fig.2a",8.872418478,0.326086957,NA,NA,"percent d-1",12,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,"temperature",NA,"used high ration 2 weeks","webplot digitizer","multi-level anova","Sogard and Olla 2001 sablefish year 0 adult specific growth rate temperature",8.546331521,9.198505435,10.68362772,0.830468705062666,0.86099082409809,0.799946586027241,0.0305221190354243,16
"519","sablefish","Anoplopoma","fimbria","temperature","Sogard and Olla",2001,"Marine Ecology Progress Series","Actinopterygii","Scorpaeniformes","Newport_ Oregon","Single species lab study (one species in paper)",NA,"no external CaCO3","year 0 adult","adult or juvenile","Actinopterygii","Scorpaeniformes","google scholar",NA,"specific growth rate","biomass","growth","ability_productivity_growth_survival","unimodal",2,"weeks","Fig.2a",9.041372283,0.358695652,NA,NA,"percent d-1",12,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,"temperature",NA,"used high ration 2 weeks","webplot digitizer","multi-level anova","Sogard and Olla 2001 sablefish year 0 adult specific growth rate temperature",8.682676631,9.400067935,10.68362772,0.846282978025745,0.879857308899191,0.812708647152299,0.033574330873446,18
"520","sablefish","Anoplopoma","fimbria","temperature","Sogard and Olla",2001,"Marine Ecology Progress Series","Actinopterygii","Scorpaeniformes","Newport_ Oregon","Single species lab study (one species in paper)",NA,"no external CaCO3","year 0 adult","adult or juvenile","Actinopterygii","Scorpaeniformes","google scholar",NA,"specific growth rate","biomass","growth","ability_productivity_growth_survival","unimodal",2,"weeks","Fig.2a",9.503804348,0.325985054,NA,NA,"percent d-1",12,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,"temperature",NA,"used high ration 2 weeks","webplot digitizer","multi-level anova","Sogard and Olla 2001 sablefish year 0 adult specific growth rate temperature",9.177819294,9.829789402,10.68362772,0.889567157999025,0.920079738794942,0.859054577203107,0.0305125807959172,20
"521","sablefish","Anoplopoma","fimbria","temperature","Sogard and Olla",2001,"Marine Ecology Progress Series","Actinopterygii","Scorpaeniformes","Newport_ Oregon","Single species lab study (one species in paper)",NA,"no external CaCO3","year 0 adult","adult or juvenile","Actinopterygii","Scorpaeniformes","google scholar",NA,"specific growth rate","biomass","growth","ability_productivity_growth_survival","unimodal",2,"weeks","Fig.2a",10.68362772,0.521841033,NA,NA,"percent d-1",12,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,"temperature",NA,"used high ration 2 weeks","webplot digitizer","multi-level anova","Sogard and Olla 2001 sablefish year 0 adult specific growth rate temperature",10.161786687,11.205468753,10.68362772,1,1.04884492858386,0.951155071416135,0.0488449285838648,22
"522","sablefish","Anoplopoma","fimbria","temperature","Sogard and Olla",2001,"Marine Ecology Progress Series","Actinopterygii","Scorpaeniformes","Newport_ Oregon","Single species lab study (one species in paper)",NA,"no external CaCO3","year 0 adult","adult or juvenile","Actinopterygii","Scorpaeniformes","google scholar",NA,"specific growth rate","biomass","growth","ability_productivity_growth_survival","unimodal",2,"weeks","Fig.2a",5.94517663,0.375050951,NA,NA,"percent d-1",12,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,"temperature",NA,"used high ration 2 weeks","webplot digitizer","multi-level anova","Sogard and Olla 2001 sablefish year 0 adult specific growth rate temperature",5.570125679,6.320227581,10.68362772,0.556475458132118,0.591580664044329,0.521370252219908,0.0351052059122106,24
"523","sablefish","Anoplopoma","fimbria","temperature","Sogard and Olla",2001,"Marine Ecology Progress Series","Actinopterygii","Scorpaeniformes","Newport_ Oregon","Single species lab study (one species in paper)",NA,"no external CaCO3","year 0 adult","adult or juvenile","Actinopterygii","Scorpaeniformes","google scholar",NA,"swimming speed","rate","movement","ability_productivity_growth_survival","unimodal",3,"weeks","Table 3",1.79,0.15,NA,NA,"body lengths s-1",12,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,"temperature",NA,"used high ration",NA,"multi-level anova","Sogard and Olla 2001 sablefish year 0 adult swimming speed temperature",1.64,1.94,2.43,0.736625514403292,0.79835390946502,0.674897119341564,0.0617283950617283,14
"524","sablefish","Anoplopoma","fimbria","temperature","Sogard and Olla",2001,"Marine Ecology Progress Series","Actinopterygii","Scorpaeniformes","Newport_ Oregon","Single species lab study (one species in paper)",NA,"no external CaCO3","year 0 adult","adult or juvenile","Actinopterygii","Scorpaeniformes","google scholar",NA,"swimming speed","rate","movement","ability_productivity_growth_survival","unimodal",3,"weeks","Table 3",1.58,0.23,NA,NA,"body lengths s-1",12,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,"temperature",NA,"used high ration",NA,"multi-level anova","Sogard and Olla 2001 sablefish year 0 adult swimming speed temperature",1.35,1.81,2.43,0.650205761316872,0.744855967078189,0.555555555555556,0.0946502057613168,16
"525","sablefish","Anoplopoma","fimbria","temperature","Sogard and Olla",2001,"Marine Ecology Progress Series","Actinopterygii","Scorpaeniformes","Newport_ Oregon","Single species lab study (one species in paper)",NA,"no external CaCO3","year 0 adult","adult or juvenile","Actinopterygii","Scorpaeniformes","google scholar",NA,"swimming speed","rate","movement","ability_productivity_growth_survival","unimodal",3,"weeks","Table 3",2.34,0.11,NA,NA,"body lengths s-1",12,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,"temperature",NA,"used high ration",NA,"multi-level anova","Sogard and Olla 2001 sablefish year 0 adult swimming speed temperature",2.23,2.45,2.43,0.962962962962963,1.0082304526749,0.917695473251029,0.0452674897119341,18
"526","sablefish","Anoplopoma","fimbria","temperature","Sogard and Olla",2001,"Marine Ecology Progress Series","Actinopterygii","Scorpaeniformes","Newport_ Oregon","Single species lab study (one species in paper)",NA,"no external CaCO3","year 0 adult","adult or juvenile","Actinopterygii","Scorpaeniformes","google scholar",NA,"swimming speed","rate","movement","ability_productivity_growth_survival","unimodal",3,"weeks","Table 3",2.43,0.34,NA,NA,"body lengths s-1",12,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,"temperature",NA,"used high ration",NA,"multi-level anova","Sogard and Olla 2001 sablefish year 0 adult swimming speed temperature",2.09,2.77,2.43,1,1.13991769547325,0.860082304526749,0.139917695473251,20
